docId,horseId,name,trainer,number,jockey,odds,competitionId,race
,,Bass Hunter,,,,,cheltenham_2026,17:20 Wednesday
,,Boycetown,,,,,cheltenham_2026,17:20 Wednesday
,,Broadway Ted,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
,,,,,,,cheltenham_2026,17:20 Wednesday
calico,calico,Calico,Dan Skelton,2,Tristan Durrell,20/1,cheltenham_2026,16:40 Wednesday
touch_me_not,touch_me_not,Touch Me Not,G Elliott,1,James Smith,20/1,cheltenham_2026,16:40 Wednesday
rubaud,rubaud,Rubaud,P F Nicholls,3,Harry Cobden,20/1,cheltenham_2026,16:40 Wednesday
be_aware,be_aware,Be Aware,Dan Skelton,4,Harry Skelton,6/1,cheltenham_2026,16:40 Wednesday
inthepocket,inthepocket,Inthepocket,H De Bromhead,5,Mark Walsh,8/1,cheltenham_2026,16:40 Wednesday
boothill,boothill,Boothill,H Fry,6,Bryan Carver,33/1,cheltenham_2026,16:40 Wednesday
addragoole,addragoole,Addragoole,G P Cromwell,7,Keith Donoghue,14/1,cheltenham_2026,16:40 Wednesday
jazzy_matty,jazzy_matty,Jazzy Matty,C Collins,8,Danny Gilligan,8/1,cheltenham_2026,16:40 Wednesday
vanderpoel,vanderpoel,Vanderpoel,B Pauling,9,Ben Jones,8/1,cheltenham_2026,16:40 Wednesday
western_diego,western_diego,Western Diego,W P Mullins,10,Brian Hayes,20/1,cheltenham_2026,16:40 Wednesday
the_other_mozzie,the_other_mozzie,The Other Mozzie,L Morgan,11,B S Hughes,33/1,cheltenham_2026,16:40 Wednesday
special_cadeau,special_cadeau,Special Cadeau,H De Bromhead,12,Mike O'Connor,25/1,cheltenham_2026,16:40 Wednesday
martator,martator,Martator,Miss V Williams,13,Charlie Deutsch,33/1,cheltenham_2026,16:40 Wednesday
ballysax_hank,ballysax_hank,Ballysax Hank,G P Cromwell,14,James Bowen,10/1,cheltenham_2026,16:40 Wednesday
personal_ambition,personal_ambition,Personal Ambition,B Pauling,15,Kielan Woods,16/1,cheltenham_2026,16:40 Wednesday
jour_d'evasion,jour_d'evasion,Jour D'Evasion,H D Daly,16,Sam Twiston-Davies,16/1,cheltenham_2026,16:40 Wednesday
break_my_soul,break_my_soul,Break My Soul,Ian Patrick Donoghue,17,Sam Ewing,20/1,cheltenham_2026,16:40 Wednesday
relieved_of_duties,relieved_of_duties,Relieved of Duties,G Elliott,18,Jack Kennedy,16/1,cheltenham_2026,16:40 Wednesday
jasko_des_dames,jasko_des_dames,Jasko Des Dames,H De Bromhead,19,Darragh O'Keefe,16/1,cheltenham_2026,16:40 Wednesday
release_the_beast,release_the_beast,Release The Beast,P Nolan,20,Sean Flanagan,10/1,cheltenham_2026,16:40 Wednesday
golden_joy,golden_joy,Golden Joy,G Elliott,21,Reserve 1,33/1,cheltenham_2026,16:40 Wednesday
ryan's_rocket,ryan's_rocket,Ryan's Rocket,F O'Brien,22,Reserve 2,10/1,cheltenham_2026,16:40 Wednesday
brookie,brookie,Brookie,A J Honeyball,1,Sam Twiston-Davies,100/1,cheltenham_2026,16:00 Wednesday
captain_guinness,captain_guinness,Captain Guinness,H De Bromhead,2,Jordan Gainford,50/1,cheltenham_2026,16:00 Wednesday
found_a_fifty,found_a_fifty,Found A Fifty,G Elliott,3,Jack Kennedy,33/1,cheltenham_2026,16:00 Wednesday
il_etait_temps,il_etait_temps,Il Etait Temps,W P Mullins,4,Paul Townend,5/1,cheltenham_2026,16:00 Wednesday
irish_panther,irish_panther,Irish Panther,E & P Harty,5,Kieren Buckley,12/1,cheltenham_2026,16:00 Wednesday
l'eau_du_sud,l'eau_du_sud,L'eau Du Sud,Dan Skelton,6,Harry Skelton,4/1,cheltenham_2026,16:00 Wednesday
libberty_hunter,libberty_hunter,Libberty Hunter,Evan Williams,7,Sean Bowen,66/1,cheltenham_2026,16:00 Wednesday
majborough,majborough,Majborough,W P Mullins,8,Mark Walsh,4/5,cheltenham_2026,16:00 Wednesday
quilixios,quilixios,Quilixios,H De Bromhead,9,Darragh O'Keefe,8/1,cheltenham_2026,16:00 Wednesday
saint_segal,saint_segal,Saint Segal,Mrs J Williams,10,C Gethings,50/1,cheltenham_2026,16:00 Wednesday
stumptown,stumptown,Stumptown,G P Cromwell,1,Keith Donoghue,11/4,cheltenham_2026,15:20 Wednesday
favori_de_champdou,favori_de_champdou,Favori De Champdou,G Elliott,2,Jack Kennedy,5/2,cheltenham_2026,15:20 Wednesday
final_orders,final_orders,Final Orders,G P Cromwell,3,Connor Stone-Walsh,7/1,cheltenham_2026,15:20 Wednesday
vanillier,vanillier,Vanillier,G P Cromwell,4,Sean Flanagan,7/1,cheltenham_2026,15:20 Wednesday
conflated,conflated,Conflated,G Elliott,5,Danny Gilligan,25/1,cheltenham_2026,15:20 Wednesday
pied_piper,pied_piper,Pied Piper,G Elliott,6,Sam Ewing,20/1,cheltenham_2026,15:20 Wednesday
fakir_d'oudaries,fakir_d'oudaries,Fakir D'Oudaries,E Bolger,7,Darragh O'Keefe,20/1,cheltenham_2026,15:20 Wednesday
velvet_elvis,velvet_elvis,Velvet Elvis,J C McConnell,8,G Sheehan,50/1,cheltenham_2026,15:20 Wednesday
desertmore_house,desertmore_house,Desertmore House,M Brassil,9,Ricky Doyle,4/1,cheltenham_2026,15:20 Wednesday
horantzou_d'airy,horantzou_d'airy,Horantzou D'Airy,S Edmunds,10,A Smith,66/1,cheltenham_2026,15:20 Wednesday
minella_crooner,minella_crooner,Minella Crooner,Mrs S J Humphrey,11,James Best,100/1,cheltenham_2026,15:20 Wednesday
latenightpass,latenightpass,Latenightpass,T Ellis,12,Gina Andrews,50/1,cheltenham_2026,15:20 Wednesday
the_goffer,the_goffer,The Goffer,G Elliott,13,Josh Williamson,14/1,cheltenham_2026,15:20 Wednesday
famous_bridge,famous_bridge,Famous Bridge,N G Richards,14,Sean Quinlan,50/1,cheltenham_2026,15:20 Wednesday
the_yellow_clay,the_yellow_clay,The Yellow Clay,G Elliott,1,Michael Kenneally,8/1,cheltenham_2026,14:40 Wednesday
ballyadam,ballyadam,Ballyadam,H De Bromhead,2,Patrick M O'Brien,16/1,cheltenham_2026,14:40 Wednesday
storm_heart,storm_heart,Storm Heart,W P Mullins,3,Danny Mullins,6/1,cheltenham_2026,14:40 Wednesday
lucky_place,lucky_place,Lucky Place,N J Henderson,4,B S Hughes,16/1,cheltenham_2026,14:40 Wednesday
buddy_one,buddy_one,Buddy One,P J Gilligan,5,Jack Gilligan,33/1,cheltenham_2026,14:40 Wednesday
farren_glory,farren_glory,Farren Glory,G Elliott,6,Jack Kennedy,20/1,cheltenham_2026,14:40 Wednesday
colonel_mustard,colonel_mustard,Colonel Mustard,L Fowler,7,John Shinnick,33/1,cheltenham_2026,14:40 Wednesday
puturhandstogether,puturhandstogether,Puturhandstogether,J P O'Brien,8,J J Slevin,12/1,cheltenham_2026,14:40 Wednesday
kopeck_de_mee,kopeck_de_mee,Kopeck De Mee,W P Mullins,9,Mark Walsh,7/1,cheltenham_2026,14:40 Wednesday
jingko_blue,jingko_blue,Jingko Blue,N J Henderson,10,James Brown,10/1,cheltenham_2026,14:40 Wednesday
iberico_lord,iberico_lord,Iberico Lord,N J Henderson,11,Nico de Boinville,10/1,cheltenham_2026,14:40 Wednesday
guard_duty,guard_duty,Guard Duty,Miss E C Lavelle,12,Ben Jones,16/1,cheltenham_2026,14:40 Wednesday
chart_topper,chart_topper,Chart Topper,W P Mullins,13,Brian Hayes,20/1,cheltenham_2026,14:40 Wednesday
katiera,katiera,Katiera,Dan Skelton,14,Harry Skelton,7/1,cheltenham_2026,14:40 Wednesday
sony_bill,sony_bill,Sony Bill,W P Mullins,15,Sean O'Keefe,25/1,cheltenham_2026,14:40 Wednesday
give_it_to_me,give_it_to_me,Give It To Me,G & J Moore,16,Caoilin Quinn,33/1,cheltenham_2026,14:40 Wednesday
rambo_t,rambo_t,Rambo T,O Murphy,17,Sean Bowen,66/1,cheltenham_2026,14:40 Wednesday
dargiannini,dargiannini,Dargiannini,Harry Derham,18,Paul O'Brien,50/1,cheltenham_2026,14:40 Wednesday
franciscan_rock,franciscan_rock,Franciscan Rock,M F Morris,19,Josh Williamson,50/1,cheltenham_2026,14:40 Wednesday
beckett_rock,beckett_rock,Beckett Rock,H De Bromhead,20,Mike O'Connor,25/1,cheltenham_2026,14:40 Wednesday
bunting,bunting,Bunting,W P Mullins,21,Harry Cobden,14/1,cheltenham_2026,14:40 Wednesday
minella_rescue,minella_rescue,Minella Rescue,G Hanmer,22,Gavin Sheehan,50/1,cheltenham_2026,14:40 Wednesday
argento_boy,argento_boy,Argento Boy,W P Mullins,1,Danny Mullins,33/1,cheltenham_2026,14:00 Wednesday
final_demand,final_demand,Final Demand,W P Mullins,2,Paul Townend,9/2,cheltenham_2026,14:00 Wednesday
joystick,joystick,Joystick,W P Mullins,3,Brian Hayes,66/1,cheltenham_2026,14:00 Wednesday
kaid_d'authie,kaid_d'authie,Kaid D'authie,W P Mullins,4,Mark Walsh,4/1,cheltenham_2026,14:00 Wednesday
kitzbuhel,kitzbuhel,Kitzbuhel,W P Mullins,5,Harry Cobden,14/1,cheltenham_2026,14:00 Wednesday
